graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p125,0.125,0.125,34,1.977131059407964,0.3198025987525304,1.9208249573875622,1.2861629420131375,2.69037188788731,0.05484569321095643,1.86554665757106,2.088715461244868
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p150,0.15,0.15,39,2.109535016704071,0.37976839066143353,2.1756623777835946,1.3352322933121237,2.8318978967934423,0.06081161127014444,1.9864283457507075,2.232641687657435
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p175,0.175,0.175,40,2.5764791556095124,0.5845648602180928,2.6213426034411302,1.3097517551964306,4.061659553723362,0.09242781991935631,2.3895262434998377,2.763432067719187
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p225,0.225,0.225,39,3.691619578853295,0.6985588754217567,3.7397982585071383,1.8913022456048136,5.303986696123227,0.11185894304544375,3.465172987370737,3.9180661703358526
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p300,0.3,0.3,40,5.584896076804265,0.6948615339574253,5.584206765321232,4.079068088184039,6.900414557264229,0.10986725528719489,5.362668577125495,5.8071235764830345
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.01055690691078505,0.0025848105471267036,0.01025928068961635,0.0050149664701833,0.0152645579658929,0.00040869443244731903,0.00973024439320428,0.011383569428365818
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.017719137552821163,0.0032515310714392987,0.01763496575682455,0.0115741380375293,0.0270614928450355,0.0005141122034277925,0.016679247467067674,0.018759027638574653
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.022326140228599533,0.0037783179823869363,0.022228192127641398,0.0149295426684942,0.0317349110610389,0.0005974045274357336,0.02111777551536642,0.023534504941832644
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,0.15,0.15,40,0.025470980700015,0.004158195725165517,0.02538699521687875,0.0168824622099712,0.0358646018822187,0.0006574684724149284,0.024141125190650887,0.026800836209379116
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,0.175,0.175,40,0.025117063814124492,0.005386095910150041,0.024546575259260052,0.0148118129907139,0.0393781409378661,0.0008516165386095874,0.023394506774125745,0.02683962085412324
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p225,0.225,0.225,40,0.02124492305991882,0.0067127816268133245,0.019128990675593,0.0131097518204218,0.0378581384107472,0.0010613839688030262,0.019098071343548358,0.02339177477628928
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p300,0.3,0.3,40,0.014785261111203225,0.0069875676305878615,0.013564945775657051,0.0050109811664479,0.038323677533648,0.0011048314508561843,0.01255052856738538,0.01701999365502107
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.00076998544891669,7.074161022330666e-05,0.00076959320507185,0.0006396658981013,0.0009084818685392,1.1185230682675084e-05,0.0007473611843763266,0.0007926097134570534
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0012268132115808498,0.00017111299599521332,0.00121267341771835,0.0008609500291304,0.0017449338427459,2.705534023000722e-05,0.001172088620559109,0.0012815378026025906
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.001642656138159545,0.00023416452235337516,0.0016913447693236,0.0011681053847526,0.0020616116728736,3.7024661892103867e-05,0.0015677666907329554,0.0017175455855861345
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.001904325241785335,0.00029936921031781564,0.0018908511627183,0.0012803714873728,0.0027721103738464,4.733442829651387e-05,0.0018085823234648452,0.0020000681601058247
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.00197159266136998,0.0003716675674878102,0.0019362096446136,0.0013726940306733,0.0031245581752657,5.8765802283791285e-05,0.0018527276066818798,0.00209045771605808
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0018623958154619352,0.00047889512625346733,0.0016610035764393501,0.0012345559256305,0.0031987541147075,7.571996796574275e-05,0.001709237723792153,0.0020155539071317176
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.00163959897241139,0.0005076453880313454,0.0015126159256417,0.0009288612654155,0.0034849369556473,8.026578349295159e-05,0.0014772461009505604,0.0018019518438722197
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p075,0.075,0.075,40,0.7332106783420006,0.004139502164059044,0.7342237435874247,0.7215856257007147,0.7391260780622482,0.0006545127608811287,0.7318868013235181,0.7345345553604831
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p100,0.1,0.1,40,0.7091256266374484,0.006196399939475768,0.710023367932084,0.6854977237285056,0.7209405361411415,0.0009797368551036458,0.7071439217966049,0.7111073314782919
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p125,0.125,0.125,40,0.6863245093113447,0.005877604799005873,0.686146551791204,0.6736386312209399,0.6993255858358445,0.0009293309175597364,0.6844447601026872,0.6882042585200022
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p150,0.15,0.15,40,0.6663217670078195,0.007380019206858822,0.6674020455621574,0.6401506663511887,0.6767006988381852,0.0011668834934731606,0.6639615223608306,0.6686820116548085
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p175,0.175,0.175,40,0.6397484070783551,0.010399181755467328,0.6387505495357602,0.6124892689569584,0.6588379728007476,0.001644255007467246,0.6364225874045262,0.6430742267521841
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p225,0.225,0.225,40,0.584946490649479,0.012905059555525079,0.5874041307694697,0.5509330093748899,0.6108196786133311,0.0020404690767789717,0.5808192523752624,0.5890737289236956
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_raw,mu_0p300,0.3,0.3,40,0.497117654980891,0.01594200168000664,0.49662906158241527,0.449881286990744,0.528039414726007,0.0025206517885525883,0.49201915549561126,0.5022161544661707
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,0.075,0.075,40,0.010556906910785032,0.002584810547126672,0.01025928068961625,0.0050149664701833,0.0152645579658929,0.000408694432447314,0.009730244393204274,0.01138356942836579
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,0.1,0.1,40,0.017719137552821184,0.0032515310714393013,0.01763496575682455,0.0115741380375293,0.0270614928450355,0.0005141122034277928,0.016679247467067695,0.018759027638574673
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,0.125,0.125,40,0.022326140228599533,0.0037783179823869285,0.022228192127641398,0.0149295426684942,0.031734911061039,0.0005974045274357324,0.021117775515366425,0.02353450494183264
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,0.15,0.15,40,0.025470980700014977,0.004158195725165503,0.02538699521687865,0.0168824622099712,0.0358646018822187,0.0006574684724149262,0.024141125190650866,0.02680083620937909
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,0.175,0.175,40,0.025117063814124475,0.005386095910150036,0.02454657525926,0.0148118129907138,0.039378140937866,0.0008516165386095865,0.023394506774125728,0.02683962085412322
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,0.225,0.225,40,0.021244923059918798,0.006712781626813315,0.019128990675593052,0.0131097518204218,0.0378581384107473,0.0010613839688030247,0.01909807134354834,0.023391774776289256
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p300,0.3,0.3,40,0.014971335181233284,0.007475458631841136,0.0135649457756571,0.0050109811664479,0.0386392221660237,0.0011819737915492049,0.012580567525345285,0.017362102837121283
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.000769985448916695,7.07416102233148e-05,0.00076959320507185,0.0006396658981014,0.0009084818685392,1.118523068267637e-05,0.000747361184376329,0.000792609713457061
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0012268132115808524,0.0001711129959952131,0.00121267341771835,0.0008609500291304,0.0017449338427459,2.7055340230007187e-05,0.0011720886205591116,0.0012815378026025932
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0016426561381595426,0.00023416452235337646,0.0016913447693236,0.0011681053847526,0.0020616116728735,3.702466189210407e-05,0.0015677666907329526,0.0017175455855861325
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0019043252417853325,0.000299369210317817,0.0018908511627183,0.0012803714873728,0.0027721103738464,4.7334428296514083e-05,0.0018085823234648424,0.0020000681601058225
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.001971592661369985,0.0003716675674878046,0.0019362096446136,0.0013726940306733,0.0031245581752657,5.876580228379039e-05,0.0018527276066818868,0.0020904577160580835
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.00186239581546194,0.00047889512625347216,0.0016610035764393501,0.0012345559256305,0.0031987541147076,7.571996796574353e-05,0.0017092377237921562,0.0020155539071317237
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0021579666075392675,0.0031064131942616312,0.0015177114823072498,0.0009288612654155,0.0210155965722521,0.0004911670523732926,0.0011644874704825885,0.0031514457445959466
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p075,0.075,0.075,40,0.7332106783420006,0.004139502164059061,0.7342237435874247,0.7215856257007147,0.7391260780622482,0.0006545127608811315,0.7318868013235181,0.7345345553604831
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p100,0.1,0.1,40,0.7091256266374484,0.006196399939475765,0.710023367932084,0.6854977237285056,0.7209405361411415,0.0009797368551036454,0.7071439217966049,0.7111073314782919
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p125,0.125,0.125,40,0.6863245093113447,0.005877604799005876,0.686146551791204,0.6736386312209399,0.6993255858358445,0.0009293309175597369,0.6844447601026872,0.6882042585200022
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p150,0.15,0.15,40,0.6663217670078195,0.00738001920685882,0.6674020455621574,0.6401506663511887,0.6767006988381852,0.0011668834934731604,0.6639615223608306,0.6686820116548085
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p175,0.175,0.175,40,0.6397484070783551,0.010399181755467333,0.6387505495357604,0.6124892689569584,0.6588379728007476,0.0016442550074672467,0.6364225874045262,0.6430742267521841
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p225,0.225,0.225,40,0.584946490649479,0.012905059555525079,0.5874041307694697,0.5509330093748899,0.6108196786133311,0.0020404690767789717,0.5808192523752624,0.5890737289236956
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p300,0.3,0.3,40,0.49675269571502073,0.017040997489810156,0.4966290615824154,0.4370905172911957,0.528039414726007,0.002694418283450604,0.4913027203183042,0.5022026711117373
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p075,0.075,0.075,40,0.30641247599007804,0.02765686484310478,0.3081309680223643,0.224276435997683,0.3661971911215218,0.0043729342921823245,0.2975673815033635,0.3152575704767926
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p100,0.1,0.1,40,0.34200740795072465,0.02715990742656721,0.3433678781489591,0.2662380725806283,0.4030717706239003,0.004294358425363737,0.33332124815635805,0.35069356774509125
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p125,0.125,0.125,40,0.371941238221528,0.021904767975374377,0.36932025853147277,0.3339158256768465,0.4130094244109298,0.0034634479209849065,0.3649357535597317,0.37894672288332437
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p150,0.15,0.15,40,0.40082411777649735,0.021707767615873612,0.4008430252883892,0.3581215209123016,0.4527908939137951,0.0034322994291901858,0.393881636886227,0.4077665986667677
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p175,0.175,0.175,40,0.3954752677102066,0.018366459447291858,0.3958314379072857,0.3526326525687331,0.4270829496220223,0.002903992220327976,0.3896013890142918,0.40134914640612135
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p225,0.225,0.225,40,0.38567036340436434,0.01804092376831858,0.3852965044875401,0.3577323115259792,0.4248433861054921,0.002852520510067729,0.3799005960694317,0.39144013073929695
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,mu_0p300,0.3,0.3,40,0.3708134443313482,0.016698507957446953,0.3707640179310008,0.342212600719226,0.4048113055479256,0.0026402659335989205,0.3654730024009753,0.37615388626172114
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.012958062263714413,0.0010992658428982983,0.0129560043892897,0.0099615881934652,0.0153272956086428,0.0001738091908791726,0.012606499991504174,0.013309624535924651
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.01416683203976148,0.0010521656821143005,0.014119605554198,0.01170439342257,0.0162598863975743,0.00016636200156729382,0.013830333129752173,0.014503330949770786
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.015326066026736728,0.0007773758678162855,0.01526194193930815,0.0136224112247188,0.0170637392506643,0.0001229139170174723,0.015077449162839335,0.015574682890634121
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.016349056585690688,0.0007467158700913691,0.0162484920994886,0.0150636140990402,0.0177164668425937,0.0001180661457241565,0.0161102452647707,0.016587867906610675
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.01651655712659856,0.0005778722615474871,0.016451795073424,0.0153633794578655,0.0176078738795344,9.136962715612986e-05,0.01633174461138271,0.016701369641814408
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.01668089989048699,0.0007054790695059865,0.0165964112982118,0.0151903958686661,0.0181616608387985,0.00011154603506075782,0.016455276738203493,0.016906523042770485
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.01672241999353171,0.0006220230767581214,0.016695888440843347,0.0157472116151545,0.0180406946404585,9.835048398707041e-05,0.016523487362589843,0.016921352624473578
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p075,0.075,0.075,40,0.9794984303383675,0.0846255688849665,0.9836241406544726,0.7550268994186556,1.1471417740054055,0.013380477298198494,0.9524338604015434,1.0065630002751915
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p100,0.1,0.1,40,1.0602691849448385,0.08376715017225296,1.0671396086454004,0.8620173510211817,1.203596858964039,0.013244749382284267,1.0334791506311296,1.0870592192585473
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p125,0.125,0.125,40,1.1121382037551646,0.05957430563223055,1.1179165799325284,0.9647412905749736,1.226189301685262,0.009419524791042294,1.0930854164892623,1.131190991021067
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p150,0.15,0.15,40,1.1584434220064606,0.04712116966806018,1.1531741733330931,1.0671859539262112,1.2501533877598765,0.007450511108115528,1.1433733408384423,1.1735135031744788
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p175,0.175,0.175,40,1.1762697809615061,0.039323243309623716,1.1705391247860555,1.113002241874053,1.2646124811289985,0.006217550692169438,1.1636935976315868,1.1888459642914255
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p225,0.225,0.225,40,1.201838733195603,0.04742946436739524,1.1952790859690707,1.0567178128042185,1.298625706247146,0.0074992567801383065,1.1866700545993931,1.217007411791813
lfr,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_raw,mu_0p300,0.3,0.3,40,1.2348080681782023,0.03804267552824789,1.230115058084111,1.1670107621436738,1.324323481654575,0.006015075147800629,1.2226414302934072,1.2469747060629974
lfr,edge_weakening,edge_weight,edge_weight,edge,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.04937908706564098,0.015566728971055507,0.0529910276981036,0.0158360016614798,0.0773376749615723,0.0024613159633532365,0.04440060561522486,0.0543575685160571
lfr,edge_weakening,edge_weight,edge_weight,edge,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.04856256016955943,0.01331419106748014,0.048021615065562295,0.0190093633788849,0.0804546140227481,0.0021051584487952915,0.04430447528994252,0.052820645049176336
lfr,edge_weakening,edge_weight,edge_weight,edge,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.04385026441784772,0.01373993289501608,0.044451795255226995,0.0181025187402598,0.0788952883904658,0.0021724741423061,0.03945602069619052,0.04824450813950492
