graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,mean_difference_group2_minus_group1,ci95_lower,ci95_upper,p_value_tukey_adjusted,reject_tukey_0p05
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,-0.0008582970790706884,-0.008065804237370196,0.006349210079228819,0.9998425604047455,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,-0.003036575673714542,-0.01024408283201405,0.004170931484584965,0.8730547592606321,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,-0.004896849668169244,-0.012104356826468751,0.0023106574901302634,0.4055695633540195,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,-0.0021782785946438538,-0.009385785752943361,0.005029228563655654,0.9726895793960093,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,-0.0040385525890985555,-0.011246059747398063,0.003168954569200952,0.6403534540576834,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,-0.0018602739944547017,-0.009067781152754209,0.005347233163844806,0.987860884039695,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,-0.0001944472451069594,-0.0009119645157607785,0.0005230700255468597,0.9843379971504336,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,-0.0002267916664013634,-0.0009443089370551825,0.0004907256042524557,0.9658898577968008,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,-0.00019523294340614665,-0.0009127502140599658,0.0005222843272476725,0.9840070333864257,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,-9.953272018947343e-05,-0.0008170499908432925,0.0006179845504643457,0.9996178846410053,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,-0.0002922683282116749,-0.0010097855988654941,0.0004252489424421442,0.8899223610029008,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,-0.0001993437965337394,-0.0009168610671875585,0.0005181734741200797,0.9821893036935285,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,-3.2344421294404e-05,-0.0007498616919482231,0.0006851728493594151,0.9999995031494985,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,-7.856982991872458e-07,-0.0007183029689530064,0.0007167315723546319,0.9999999999999999,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,9.491452491748598e-05,-0.0006226027457363331,0.0008124317955713051,0.9997097753759357,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,-9.782108310471549e-05,-0.0008153383537585346,0.0006196961875491036,0.9996543586860136,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,-4.896551426779999e-06,-0.0007224138220805991,0.0007126207192270391,0.9999999999939284,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,3.1558722995216754e-05,-0.0006859585476586024,0.0007490759936490359,0.9999995710653188,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,0.00012725894621188998,-0.0005902583244419291,0.0008447762168657091,0.9984430117239693,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,-6.547666181031149e-05,-0.0007829939324641306,0.0006520406088435076,0.9999670274289865,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,2.7447869867624e-05,-0.0006900694007861951,0.0007449651405214431,0.9999998138292722,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,9.570022321667322e-05,-0.0006218170474371459,0.0008132174938704923,0.9996955668723196,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,-9.703538480552824e-05,-0.0008145526554593474,0.0006204818858482909,0.9996701235233573,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,-4.1108531275927535e-06,-0.0007216281237814119,0.0007134064175262264,0.9999999999978532,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,-0.00019273560802220147,-0.0009102528786760206,0.0005247816626316176,0.9850411886277491,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,-9.981107634426598e-05,-0.0008173283469980851,0.0006177061943095531,0.9996116674975998,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,9.292453167793549e-05,-0.0006245927389758836,0.0008104418023317546,0.9997433578078481,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p100,0.075,0.1,-0.004439564970030174,-0.011106710631949575,0.0022275806918892254,0.4310851756562524,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p125,0.075,0.125,-0.0066729417784014144,-0.013340087440320815,-5.7961164820147584e-06,0.04963904640087291,True
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p150,0.075,0.15,-0.009042459043798301,-0.0157096047057177,-0.0023753133818789013,0.0014041213897696414,True
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p175,0.075,0.175,-0.00990246599181685,-0.01656961165373625,-0.0032353203298974504,0.00029473638046728645,True
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p225,0.075,0.225,-0.006822403188618764,-0.013489548850538165,-0.00015525752669936447,0.04106912731406642,True
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p300,0.075,0.3,-0.005422309949174725,-0.012089455611094126,0.0012448357127446746,0.19592110081860292,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p125,0.1,0.125,-0.00223337680837124,-0.00890052247029064,0.0044337688535481595,0.9547761803402014,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p150,0.1,0.15,-0.004602894073768127,-0.011270039735687527,0.002064251588151273,0.38531550132136416,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p175,0.1,0.175,-0.005462901021786676,-0.012130046683706076,0.0012042446401327239,0.18856238541953074,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p225,0.1,0.225,-0.00238283821858859,-0.00904998388050799,0.00428430744333081,0.9386121219824503,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p300,0.1,0.3,-0.0009827449791445508,-0.0076498906410639505,0.005684400682774849,0.9994577153249086,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p150,0.125,0.15,-0.0023695172653968866,-0.009036662927316287,0.004297628396522513,0.9401906303347223,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p175,0.125,0.175,-0.0032295242134154356,-0.009896669875334836,0.003437621448503964,0.7801937352619843,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p225,0.125,0.225,-0.0001494614102173497,-0.006816607072136749,0.00651768425170205,0.9999999924176141,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p300,0.125,0.3,0.0012506318292266894,-0.00541651383269271,0.00791777749114609,0.9978664707303134,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p175,0.15,0.175,-0.000860006948018549,-0.007527152609937949,0.005807138713900851,0.9997492478821755,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p225,0.15,0.225,0.002220055855179537,-0.004447089806739863,0.008887201517098937,0.9560560914035725,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p300,0.15,0.3,0.003620149094623576,-0.0030469965672958238,0.010287294756542976,0.6741313911549065,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,mu_0p225,0.175,0.225,0.003080062803198086,-0.003587082858721314,0.009747208465117486,0.8161511032656714,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,mu_0p300,0.175,0.3,0.004480156042642125,-0.0021869896192772747,0.011147301704561526,0.41952576401184416,False
null,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p225,mu_0p300,0.225,0.3,0.001400093239444039,-0.005267052422475361,0.00806723890136344,0.9960060682230374,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,-0.0008883333333333243,-0.0034775974807034074,0.0017009308140367588,0.9493218564812422,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,-0.00033888888888883306,-0.002928153036258916,0.00225037525848125,0.999727143058366,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,-0.0003349999999999187,-0.002924264147370002,0.0022542641473701644,0.9997448279147025,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,-0.0005955555555555714,-0.0031848197029256545,0.0019937085918145117,0.9934370032949643,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,-0.000983333333333336,-0.003572597480703419,0.001605930814036747,0.9190197982965964,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,-0.0008150000000000102,-0.0034042641473700933,0.001774264147370073,0.9665835001648212,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.0005494444444444913,-0.002039819702925592,0.0031387085918145744,0.9957702963915637,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.0005533333333334056,-0.0020359308140366775,0.0031425974807034887,0.9956033184029772,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.00029277777777775293,-0.00229648636959233,0.002882041925147836,0.9998836808758549,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,-9.500000000001174e-05,-0.002684264147370095,0.0024942641473700714,0.9999998549786369,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,7.333333333331415e-05,-0.002515930814036769,0.0026625974807033973,0.9999999692200743,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,3.888888888914366e-06,-0.0025853752584811688,0.0025931530362589975,0.9999999999999993,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,-0.0002566666666667383,-0.0028459308140368214,0.002332597480703345,0.9999462924599568,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,-0.000644444444444503,-0.003233708591814586,0.0019448197029255801,0.9899824694394683,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,-0.0004761111111111771,-0.0030653752584812602,0.002113153036258906,0.9980921766482267,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,-0.0002605555555556527,-0.002849819702925736,0.0023287085918144304,0.9999413227121391,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,-0.0006483333333334174,-0.0032375974807035005,0.0019409308140366658,0.9896574917118294,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,-0.00048000000000009146,-0.0030692641473701746,0.0021092641473699917,0.9980030358648961,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,-0.0003877777777777647,-0.002977041925147848,0.0022014863695923184,0.9994058184470835,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,-0.00021944444444443878,-0.002808708591814522,0.0023698197029256443,0.9999786997775425,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.0001683333333333259,-0.0024209308140367572,0.002757597480703409,0.999995585591955,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,1.611111111111691e-05,-0.00015016851349631362,0.00018239073571854744,0.9999530439347812,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,3.7222222222224946e-05,-0.00012905740238520558,0.00020350184682965547,0.9943349126424159,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,4.5555555555569505e-05,-0.00012072406905186102,0.00021183518016300003,0.9834283701317688,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,3.000000000000745e-05,-0.00013627962460742308,0.00019627962460743798,0.998285471190189,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,-1.722222222221969e-05,-0.00018350184682965022,0.00014905740238521084,0.9999304778049797,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,-4.166666666665774e-05,-0.00020794629127408827,0.00012461295794077279,0.989616028190041,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,2.1111111111108034e-05,-0.0001451685134963225,0.00018739073571853856,0.9997713352560613,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,2.9444444444452593e-05,-0.00013683518016297793,0.00019572406905188312,0.9984569420021057,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,1.388888888889054e-05,-0.00015239073571854,0.00018016851349632107,0.999980457421004,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,-3.33333333333366e-05,-0.00019961295794076713,0.00013294629127409393,0.9969102758190777,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,-5.777777777777465e-05,-0.00022405740238520518,0.00010850184682965587,0.9461850397371274,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,8.333333333344559e-06,-0.00015794629127408597,0.00017461295794077509,0.9999990643870688,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,-7.222222222217495e-06,-0.00017350184682964802,0.00015905740238521303,0.9999996020941355,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,-5.4444444444444635e-05,-0.00022072406905187516,0.00011183518016298589,0.9594830343069298,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,-7.888888888888269e-05,-0.0002451685134963132,8.739073571854784e-05,0.7965389819345048,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,-1.5555555555562053e-05,-0.00018183518016299258,0.00015072406905186847,0.9999618192579364,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,-6.27777777777892e-05,-0.00022905740238521972,0.00010350184682964133,0.9211326714340978,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,-8.722222222222725e-05,-0.00025350184682965777,7.905740238520328e-05,0.7090513573228416,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,-4.722222222222714e-05,-0.00021350184682965767,0.00011905740238520339,0.9800647680020118,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,-7.166666666666519e-05,-0.00023794629127409572,9.461295794076533e-05,0.8605296832843076,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,-2.444444444443805e-05,-0.00019072406905186858,0.00014183518016299248,0.9994659817796182,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p100,0.075,0.1,0.0008883333333333243,-0.0017009308140367601,0.0034775974807034087,0.9493218564812423,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p125,0.075,0.125,0.0003388888888888886,-0.002250375258481196,0.002928153036258973,0.9997271430583657,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p150,0.075,0.15,0.0003349999999999187,-0.0022542641473701657,0.002924264147370003,0.9997448279147025,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p175,0.075,0.175,0.0005955555555557379,-0.0019937085918143465,0.0031848197029258223,0.9934370032949544,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p225,0.075,0.225,0.0009833333333332805,-0.0016059308140368039,0.003572597480703365,0.9190197982966171,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p075,mu_0p300,0.075,0.3,0.0008150000000000657,-0.0017742641473700188,0.00340426414737015,0.96658350016481,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p100,mu_0p125,0.1,0.125,-0.0005494444444444357,-0.00313870859181452,0.0020398197029256487,0.995770296391566,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p100,mu_0p150,0.1,0.15,-0.0005533333333334056,-0.00314259748070349,0.002035930814036679,0.9956033184029772,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p100,mu_0p175,0.1,0.175,-0.0002927777777775864,-0.002882041925147671,0.002296486369592498,0.9998836808758553,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p100,mu_0p225,0.1,0.225,9.499999999995623e-05,-0.002494264147370128,0.0026842641473700407,0.9999998549786369,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p100,mu_0p300,0.1,0.3,-7.333333333325864e-05,-0.002662597480703343,0.002515930814036826,0.9999999692200743,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p125,mu_0p150,0.125,0.15,-3.888888888969877e-06,-0.0025931530362590543,0.0025853752584811145,0.9999999999999993,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p125,mu_0p175,0.125,0.175,0.00025666666666684934,-0.002332597480703235,0.0028459308140369338,0.9999462924599567,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p125,mu_0p225,0.125,0.225,0.000644444444444392,-0.0019448197029256925,0.0032337085918144764,0.9899824694394775,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p125,mu_0p300,0.125,0.3,0.0004761111111111771,-0.0021131530362589073,0.0030653752584812615,0.9980921766482267,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p150,mu_0p175,0.15,0.175,0.0002605555555558192,-0.002328708591814265,0.0028498197029259036,0.9999413227121389,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p150,mu_0p225,0.15,0.225,0.0006483333333333618,-0.0019409308140367226,0.0032375974807034463,0.989657491711834,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p150,mu_0p300,0.15,0.3,0.000480000000000147,-0.0021092641473699375,0.0030692641473702314,0.9980030358648949,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p175,mu_0p225,0.175,0.225,0.00038777777777754263,-0.002201486369592542,0.002977041925147627,0.9994058184470854,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p175,mu_0p300,0.175,0.3,0.00021944444444432776,-0.0023698197029257567,0.002808708591814412,0.9999786997775425,False
null,node_redistribution,out_strength,out_strength,node,gscc_ratio,auc_raw,mu_0p225,mu_0p300,0.225,0.3,-0.00016833333333321487,-0.0027575974807032993,0.0024209308140368696,0.999995585591955,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,-0.00023909768829233347,-0.0009963650484359305,0.0005181696718512635,0.9660703446762327,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,-0.00016684563758390114,-0.0009241129977274981,0.0005904217225596958,0.9948043565712698,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,-0.00016771066368370668,-0.0009249780238273036,0.0005895566964598903,0.9946557862246997,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,-0.00017693885160324774,-0.0009342062117468447,0.0005803285085403492,0.9928556366715624,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,-0.00031439597315441326,-0.0010716633332980103,0.0004428713869891837,0.8806347481990954,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,-0.00023958612975399918,-0.0009968534898975962,0.0005176812303895978,0.9657282321709646,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,7.225205070843232e-05,-0.0006850153094351646,0.0008295194108520293,0.9999571164354806,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,7.138702460862678e-05,-0.0006858803355349702,0.0008286543847522237,0.9999600563452063,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,6.215883668908573e-05,-0.0006951085234545112,0.0008194261968326827,0.9999823748679959,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,-7.529828486207979e-05,-0.0008325656450056768,0.0006819690752815172,0.9999453060614318,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,-4.884414616657118e-07,-0.0007577558016052627,0.0007567789186819313,1.0,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,-8.650260998055437e-07,-0.0007581323862434025,0.0007564023340437914,0.9999999999999999,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,-1.0093214019346597e-05,-0.0007673605741629436,0.0007471741461242504,0.9999999996644399,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,-0.00014755033557051211,-0.0009048176957141091,0.0006097170245730848,0.9973619762789456,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,-7.274049217009804e-05,-0.000830007852313695,0.0006845268679734989,0.9999553791176445,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,-9.228187919541053e-06,-0.000766495548063138,0.0007480391722240559,0.9999999998039506,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,-0.00014668530947070657,-0.0009039526696143035,0.0006105820506728904,0.997447020609734,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,-7.187546607029249e-05,-0.0008291428262138895,0.0006853918940733045,0.9999584174867318,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,-0.00013745712155116552,-0.0008947244816947625,0.0006198102385924314,0.9982258923746534,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,-6.264727815075144e-05,-0.0008199146382943484,0.0006946200819928455,0.9999815387160701,False
null,node_redistribution,out_strength,out_strength,node,reachability,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,7.480984340041408e-05,-0.0006824575167431829,0.000832077203544011,0.9999473618034779,False
